season,season_year,playoff_type,home_team,away_team,home_goals,away_goals,goal_diff,result,home_points,away_points
2020/21,2020,relegation,Beitar Jerusalem,BNS,3,1,2,H,3,0
2020/21,2020,relegation,Beitar Jerusalem,Bnei Yehuda,2,2,0,D,1,1
2020/21,2020,relegation,Beitar Jerusalem,Hapoel Kfar Saba,3,1,2,H,3,0
2020/21,2020,relegation,Hapoel Tel Aviv,Hapoel Haifa,0,2,-2,A,0,3
2020/21,2020,relegation,Hapoel Tel Aviv,Beitar Jerusalem,0,0,0,D,1,1
2020/21,2020,relegation,Hapoel Tel Aviv,Hapoel Kfar Saba,2,2,0,D,1,1
2020/21,2020,relegation,Bnei Sakhnin,Hapoel Tel Aviv,2,3,-1,A,0,3
2020/21,2020,relegation,Bnei Sakhnin,Bnei Yehuda,1,1,0,D,1,1
2020/21,2020,relegation,Bnei Sakhnin,Hapoel Kfar Saba,3,0,3,H,3,0
2020/21,2020,relegation,Bnei Yehuda,Maccabi Netanya,1,2,-1,A,0,3
2020/21,2020,relegation,Bnei Yehuda,Hapoel Hadera,2,3,-1,A,0,3
2020/21,2020,relegation,Bnei Yehuda,Hapoel Tel Aviv,1,0,1,H,3,0
2020/21,2020,relegation,Hapoel Kfar Saba,Maccabi Netanya,0,1,-1,A,0,3
2020/21,2020,relegation,Hapoel Kfar Saba,Hapoel Hadera,1,2,-1,A,0,3
2020/21,2020,relegation,Hapoel Kfar Saba,Bnei Yehuda,1,2,-1,A,0,3
2021/22,2021,relegation,Ironi Kiryat Shmona,Hapoel Haifa,4,0,4,H,3,0
2021/22,2021,relegation,Ironi Kiryat Shmona,Hapoel Jerusalem,2,1,1,H,3,0
2021/22,2021,relegation,Ironi Kiryat Shmona,Maccabi Petah Tikva,1,1,0,D,1,1
2021/22,2021,relegation,Ironi Kiryat Shmona,Hapoel Nof HaGalil,2,0,2,H,3,0
2021/22,2021,relegation,Hapoel Hadera,Ironi Kiryat Shmona,1,4,-3,A,0,3
2021/22,2021,relegation,Hapoel Hadera,F.C. Ashdod,2,3,-1,A,0,3
2021/22,2021,relegation,Hapoel Hadera,Beitar Jerusalem,1,2,-1,A,0,3
2021/22,2021,relegation,Hapoel Hadera,Hapoel Jerusalem,3,1,2,H,3,0
2021/22,2021,relegation,F.C. Ashdod,Ironi Kiryat Shmona,1,3,-2,A,0,3
2021/22,2021,relegation,F.C. Ashdod,Hapoel Jerusalem,0,1,-1,A,0,3
2021/22,2021,relegation,F.C. Ashdod,Maccabi Petah Tikva,1,0,1,H,3,0
2021/22,2021,relegation,F.C. Ashdod,Hapoel Nof HaGalil,2,0,2,H,3,0
2021/22,2021,relegation,Beitar Jerusalem,Ironi Kiryat Shmona,3,3,0,D,1,1
2021/22,2021,relegation,Beitar Jerusalem,F.C. Ashdod,1,0,1,H,3,0
2021/22,2021,relegation,Beitar Jerusalem,Maccabi Petah Tikva,2,2,0,D,1,1
2021/22,2021,relegation,Hapoel Haifa,Hapoel Hadera,1,0,1,H,3,0
2021/22,2021,relegation,Hapoel Haifa,F.C. Ashdod,1,2,-1,A,0,3
2021/22,2021,relegation,Hapoel Haifa,Beitar Jerusalem,1,1,0,D,1,1
2021/22,2021,relegation,Hapoel Haifa,Hapoel Jerusalem,0,2,-2,A,0,3
2021/22,2021,relegation,Hapoel Jerusalem,Beitar Jerusalem,0,1,-1,A,0,3
2021/22,2021,relegation,Hapoel Jerusalem,Maccabi Petah Tikva,1,0,1,H,3,0
2021/22,2021,relegation,Hapoel Jerusalem,Hapoel Nof HaGalil,0,0,0,D,1,1
2021/22,2021,relegation,Maccabi Petah Tikva,Hapoel Hadera,4,3,1,H,3,0
2021/22,2021,relegation,Maccabi Petah Tikva,Hapoel Haifa,0,0,0,D,1,1
2021/22,2021,relegation,Maccabi Petah Tikva,Hapoel Nof HaGalil,0,4,-4,A,0,3
2021/22,2021,relegation,Hapoel Nof HaGalil,Hapoel Hadera,0,2,-2,A,0,3
2021/22,2021,relegation,Hapoel Nof HaGalil,Beitar Jerusalem,0,2,-2,A,0,3
2021/22,2021,relegation,Hapoel Nof HaGalil,Hapoel Haifa,1,0,1,H,3,0
2022/23,2022,relegation,Hapoel Haifa,Bnei Sakhnin,2,2,0,D,1,1
2022/23,2022,relegation,Hapoel Haifa,Hapoel Tel Aviv,1,0,1,H,3,0
2022/23,2022,relegation,Hapoel Haifa,Ironi Kiryat Shmona,1,1,0,D,1,1
2022/23,2022,relegation,Hapoel Haifa,Sektzia Ness Ziona,0,1,-1,A,0,3
2022/23,2022,relegation,Beitar Jerusalem,Hapoel Haifa,2,0,2,H,3,0
2022/23,2022,relegation,Beitar Jerusalem,Hapoel Tel Aviv,2,1,1,H,3,0
2022/23,2022,relegation,Beitar Jerusalem,Maccabi Bnei Reineh,0,1,-1,A,0,3
2022/23,2022,relegation,Beitar Jerusalem,Hapoel Hadera,2,1,1,H,3,0
2022/23,2022,relegation,Bnei Sakhnin,Beitar Jerusalem,4,3,1,H,3,0
2022/23,2022,relegation,Bnei Sakhnin,Hapoel Tel Aviv,0,1,-1,A,0,3
2022/23,2022,relegation,Bnei Sakhnin,Maccabi Bnei Reineh,2,2,0,D,1,1
2022/23,2022,relegation,Bnei Sakhnin,Hapoel Hadera,2,3,-1,A,0,3
2022/23,2022,relegation,Hapoel Tel Aviv,Maccabi Bnei Reineh,1,2,-1,A,0,3
2022/23,2022,relegation,Hapoel Tel Aviv,Ironi Kiryat Shmona,2,2,0,D,1,1
2022/23,2022,relegation,Hapoel Tel Aviv,Sektzia Ness Ziona,2,1,1,H,3,0
2022/23,2022,relegation,Maccabi Bnei Reineh,Hapoel Haifa,0,4,-4,A,0,3
2022/23,2022,relegation,Maccabi Bnei Reineh,Hapoel Hadera,1,1,0,D,1,1
2022/23,2022,relegation,Maccabi Bnei Reineh,Ironi Kiryat Shmona,1,3,-2,A,0,3
2022/23,2022,relegation,Hapoel Hadera,Hapoel Haifa,1,2,-1,A,0,3
2022/23,2022,relegation,Hapoel Hadera,Hapoel Tel Aviv,1,2,-1,A,0,3
2022/23,2022,relegation,Hapoel Hadera,Ironi Kiryat Shmona,1,1,0,D,1,1
2022/23,2022,relegation,Hapoel Hadera,Sektzia Ness Ziona,1,2,-1,A,0,3
2022/23,2022,relegation,Ironi Kiryat Shmona,Beitar Jerusalem,3,2,1,H,3,0
2022/23,2022,relegation,Ironi Kiryat Shmona,Bnei Sakhnin,2,2,0,D,1,1
2022/23,2022,relegation,Ironi Kiryat Shmona,Sektzia Ness Ziona,1,1,0,D,1,1
2022/23,2022,relegation,Sektzia Ness Ziona,Beitar Jerusalem,1,3,-2,A,0,3
2022/23,2022,relegation,Sektzia Ness Ziona,Bnei Sakhnin,1,1,0,D,1,1
2022/23,2022,relegation,Sektzia Ness Ziona,Maccabi Bnei Reineh,1,2,-1,A,0,3
2023/24,2023,relegation,Hapoel Jerusalem,Maccabi Petah Tikva,2,0,2,H,3,0
2023/24,2023,relegation,Hapoel Jerusalem,Beitar Jerusalem,3,0,3,H,3,0
2023/24,2023,relegation,Hapoel Jerusalem,Hapoel Hadera,2,1,1,H,3,0
2023/24,2023,relegation,Hapoel Jerusalem,Hapoel Tel Aviv,2,0,2,H,3,0
2023/24,2023,relegation,Maccabi Petah Tikva,Maccabi Netanya,0,2,-2,A,0,3
2023/24,2023,relegation,Maccabi Petah Tikva,F.C. Ashdod,0,1,-1,A,0,3
2023/24,2023,relegation,Maccabi Petah Tikva,Hapoel Tel Aviv,4,2,2,H,3,0
2023/24,2023,relegation,Maccabi Petah Tikva,Hapoel Petah Tikva,4,1,3,H,3,0
2023/24,2023,relegation,Maccabi Netanya,Hapoel Jerusalem,1,0,1,H,3,0
2023/24,2023,relegation,Maccabi Netanya,Beitar Jerusalem,0,3,-3,A,0,3
2023/24,2023,relegation,Maccabi Netanya,Hapoel Hadera,1,2,-1,A,0,3
2023/24,2023,relegation,Maccabi Netanya,Hapoel Tel Aviv,0,1,-1,A,0,3
2023/24,2023,relegation,F.C. Ashdod,Hapoel Jerusalem,3,1,2,H,3,0
2023/24,2023,relegation,F.C. Ashdod,Maccabi Netanya,0,0,0,D,1,1
2023/24,2023,relegation,F.C. Ashdod,Hapoel Petah Tikva,1,0,1,H,3,0
2023/24,2023,relegation,Beitar Jerusalem,Maccabi Petah Tikva,1,1,0,D,1,1
2023/24,2023,relegation,Beitar Jerusalem,F.C. Ashdod,0,0,0,D,1,1
2023/24,2023,relegation,Beitar Jerusalem,Hapoel Hadera,0,1,-1,A,0,3
2023/24,2023,relegation,Hapoel Hadera,Maccabi Petah Tikva,0,4,-4,A,0,3
2023/24,2023,relegation,Hapoel Hadera,F.C. Ashdod,2,2,0,D,1,1
2023/24,2023,relegation,Hapoel Hadera,Hapoel Tel Aviv,0,1,-1,A,0,3
2023/24,2023,relegation,Hapoel Hadera,Hapoel Petah Tikva,1,1,0,D,1,1
2023/24,2023,relegation,Hapoel Tel Aviv,F.C. Ashdod,0,2,-2,A,0,3
2023/24,2023,relegation,Hapoel Tel Aviv,Beitar Jerusalem,1,5,-4,A,0,3
2023/24,2023,relegation,Hapoel Tel Aviv,Hapoel Petah Tikva,1,1,0,D,1,1
2023/24,2023,relegation,Hapoel Petah Tikva,Hapoel Jerusalem,1,0,1,H,3,0
2023/24,2023,relegation,Hapoel Petah Tikva,Maccabi Netanya,1,3,-2,A,0,3
2023/24,2023,relegation,Hapoel Petah Tikva,Beitar Jerusalem,0,2,-2,A,0,3
2024/25,2024,relegation,Hapoel Jerusalem,Ironi Kiryat Shmona,2,0,2,H,3,0
2024/25,2024,relegation,Hapoel Jerusalem,Bnei Sakhnin,4,1,3,H,3,0
2024/25,2024,relegation,Hapoel Jerusalem,Ironi Tiberias,3,1,2,H,3,0
2024/25,2024,relegation,Hapoel Jerusalem,Maccabi Petah Tikva,0,0,0,D,1,1
2024/25,2024,relegation,Maccabi Bnei Reineh,Hapoel Jerusalem,2,1,1,H,3,0
2024/25,2024,relegation,Maccabi Bnei Reineh,F.C. Ashdod,1,1,0,D,1,1
2024/25,2024,relegation,Maccabi Bnei Reineh,Maccabi Petah Tikva,0,2,-2,A,0,3
2024/25,2024,relegation,Maccabi Bnei Reineh,Hapoel Hadera,1,2,-1,A,0,3
2024/25,2024,relegation,Ironi Kiryat Shmona,Maccabi Bnei Reineh,0,3,-3,A,0,3
2024/25,2024,relegation,Ironi Kiryat Shmona,Bnei Sakhnin,0,1,-1,A,0,3
2024/25,2024,relegation,Ironi Kiryat Shmona,Ironi Tiberias,0,2,-2,A,0,3
2024/25,2024,relegation,Ironi Kiryat Shmona,Maccabi Petah Tikva,2,1,1,H,3,0
2024/25,2024,relegation,Bnei Sakhnin,Maccabi Bnei Reineh,0,1,-1,A,0,3
2024/25,2024,relegation,Bnei Sakhnin,F.C. Ashdod,0,0,0,D,1,1
2024/25,2024,relegation,Bnei Sakhnin,Ironi Tiberias,2,1,1,H,3,0
2024/25,2024,relegation,F.C. Ashdod,Hapoel Jerusalem,1,1,0,D,1,1
2024/25,2024,relegation,F.C. Ashdod,Ironi Kiryat Shmona,4,2,2,H,3,0
2024/25,2024,relegation,F.C. Ashdod,Hapoel Hadera,4,1,3,H,3,0
2024/25,2024,relegation,Ironi Tiberias,Maccabi Bnei Reineh,2,1,1,H,3,0
2024/25,2024,relegation,Ironi Tiberias,F.C. Ashdod,1,2,-1,A,0,3
2024/25,2024,relegation,Ironi Tiberias,Maccabi Petah Tikva,0,0,0,D,1,1
2024/25,2024,relegation,Ironi Tiberias,Hapoel Hadera,1,1,0,D,1,1
2024/25,2024,relegation,Maccabi Petah Tikva,Bnei Sakhnin,1,2,-1,A,0,3
2024/25,2024,relegation,Maccabi Petah Tikva,F.C. Ashdod,1,1,0,D,1,1
2024/25,2024,relegation,Maccabi Petah Tikva,Hapoel Hadera,4,1,3,H,3,0
2024/25,2024,relegation,Hapoel Hadera,Hapoel Jerusalem,2,4,-2,A,0,3
2024/25,2024,relegation,Hapoel Hadera,Ironi Kiryat Shmona,1,0,1,H,3,0
2024/25,2024,relegation,Hapoel Hadera,Bnei Sakhnin,0,1,-1,A,0,3
