season,season_year,population_reference_year,population_year,population_year_used,team_raw,club_name,city_he,city_en,settlement_code,population_total,district_he,subdistrict_he,municipal_status_he,team_attendance_raw,stadium,capacity,total_spectators,average_attendance,attendance_per_1000_residents,total_spectators_per_resident,average_attendance_pct_of_population,stadium_capacity_utilization_pct
2023/24,2023,2024,2024,2024,Maccabi Netanya,Maccabi Netanya,נתניה,Netanya,7400,234812.0,המרכז,השרון,עירייה,Maccabi Netanya,Unknown,13610,70127,5844,24.887995502785206,0.29865168730729263,2.4887995502785207,42.93901542983101
2023/24,2023,2024,2024,2024,Bnei Sakhnin,Bnei Sakhnin,סח'נין,Sakhnin,7500,33726.0,הצפון,עכו,עירייה,Ihud Bnei Sakhnin,Unknown,8500,24984,2271,67.33677281622487,0.7407934531222202,6.733677281622487,26.71764705882353
2023/24,2023,2024,2024,2024,H. Petah Tikva,Hapoel Petah Tikva,פתח תקווה,Petah Tikva,7900,270403.0,המרכז,פתח תקווה,עירייה,Hapoel Petah Tikva,Unknown,11500,60759,5524,20.42876743231399,0.22469795083634428,2.0428767432313992,48.03478260869565
2023/24,2023,2024,2024,2024,M. Petah Tikva,Maccabi Petah Tikva,פתח תקווה,Petah Tikva,7900,270403.0,המרכז,פתח תקווה,עירייה,Maccabi Petah Tikva,Unknown,11500,39337,3576,13.224705347203988,0.1454754570030658,1.3224705347203987,31.09565217391304
2023/24,2023,2024,2024,2024,M. Bnei Reineh,Maccabi Bnei Reineh,ריינה,Reineh,542,20654.0,הצפון,,מועצה מקומית,Maccabi Bnei Reineh,Unknown,5200,19400,1940,93.92853684516317,0.9392853684516317,9.392853684516316,37.30769230769231
2023/24,2023,2024,2024,2024,Hapoel Tel Aviv,Hapoel Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Hapoel Tel Aviv,Unknown,29150,101049,9186,18.561325520307133,0.20418064255405133,1.8561325520307135,31.512864493996567
2023/24,2023,2024,2024,2024,M. Tel Aviv,Maccabi Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Maccabi Tel Aviv,Unknown,29150,213565,17797,35.96080016164882,0.4315316225500101,3.596080016164882,61.05317324185249
2024/25,2024,2024,2024,2024,FC Ashdod,FC Ashdod,אשדוד,Ashdod,70,228562.0,הדרום,אשקלון,עירייה,FC Ashdod,Unknown,8200,35800,2754,12.049247031440048,0.15663146104776823,1.2049247031440047,33.58536585365854
2024/25,2024,2024,2024,2024,H. Beer Sheva,Hapoel Beer Sheva,באר שבע,Beer Sheva,9000,223587.0,הדרום,באר שבע,עירייה,Hapoel Beer Sheva,Unknown,16126,141328,11777,52.67300871696476,0.6320939947313574,5.2673008716964755,73.03112985241226
2024/25,2024,2024,2024,2024,Hapoel Hadera,Hapoel Hadera,חדרה,Hadera,6500,107974.0,חיפה,חדרה,עירייה,Hapoel Hadera,Unknown,3000,24574,2234,20.690166151110454,0.22759182766221497,2.069016615111045,74.46666666666667
2024/25,2024,2024,2024,2024,Hapoel Haifa,Hapoel Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Hapoel Haifa,Unknown,30820,43870,3656,12.306325168387286,0.14766916989528178,1.2306325168387284,11.862426995457495
2024/25,2024,2024,2024,2024,Maccabi Haifa,Maccabi Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Maccabi Haifa,Unknown,30780,282621,23552,79.27750830575967,0.9513200014810675,7.927750830575967,76.51721897335932
2024/25,2024,2024,2024,2024,Ironi Tiberias,Ironi Tiberias,טבריה,Tiberias,6700,52122.0,הצפון,כנרת,עירייה,Ironi Tiberias,Unknown,5200,18074,1643,31.522197920264,0.34676336287939835,3.1522197920263997,31.596153846153847
2024/25,2024,2024,2024,2024,B. Jerusalem,Beitar Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה,Beitar Jerusalem,Unknown,33500,227307,17485,16.64998652574725,0.2164517293227355,1.664998652574725,52.19402985074627
2024/25,2024,2024,2024,2024,H. Jerusalem,Hapoel Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה,Hapoel Jerusalem,Unknown,33500,64510,4962,4.725034780712488,0.061429261125304835,0.4725034780712488,14.811940298507462
2024/25,2024,2024,2024,2024,Maccabi Netanya,Maccabi Netanya,נתניה,Netanya,7400,234812.0,המרכז,השרון,עירייה,Maccabi Netanya,Unknown,13610,68499,5708,24.30880874912696,0.29171848116791305,2.4308808749126958,41.93975018368846
2024/25,2024,2024,2024,2024,Bnei Sakhnin,Bnei Sakhnin,סח'נין,Sakhnin,7500,33726.0,הצפון,עכו,עירייה,Ihud Bnei Sakhnin,Unknown,8500,14519,1452,43.05283757338552,0.43049872501927294,4.305283757338552,17.08235294117647
2024/25,2024,2024,2024,2024,M. Petah Tikva,Maccabi Petah Tikva,פתח תקווה,Petah Tikva,7900,270403.0,המרכז,פתח תקווה,עירייה,Maccabi Petah Tikva,Unknown,11500,41469,3456,12.78092328857298,0.15335998491141,1.278092328857298,30.05217391304348
2024/25,2024,2024,2024,2024,Kiryat Shmona,Ironi Kiryat Shmona,קריית שמונה,Kiryat Shmona,2800,24437.0,הצפון,צפת,עירייה,Ironi Kiryat Shmona,Unknown,13800,21982,1998,81.76126365756845,0.8995375864467815,8.176126365756845,14.478260869565219
2024/25,2024,2024,2024,2024,M. Bnei Reineh,Maccabi Bnei Reineh,ריינה,Reineh,542,20654.0,הצפון,,מועצה מקומית,Maccabi Bnei Reineh,Unknown,5200,19781,1978,95.7683741648107,0.9577321584196766,9.57683741648107,38.03846153846154
2024/25,2024,2024,2024,2024,M. Tel Aviv,Maccabi Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Maccabi Tel Aviv,Unknown,29150,240711,20059,40.53142048898768,0.48638310769852494,4.053142048898768,68.8130360205832
2025/26,2025,2024,2024,2024,FC Ashdod,FC Ashdod,אשדוד,Ashdod,70,228562.0,הדרום,אשקלון,עירייה,FC Ashdod,Unknown,8200,11731,2346,10.264173397152634,0.051325242166239356,1.0264173397152634,28.60975609756097
2025/26,2025,2024,2024,2024,H. Beer Sheva,Hapoel Beer Sheva,באר שבע,Beer Sheva,9000,223587.0,הדרום,באר שבע,עירייה,Hapoel Beer Sheva,Unknown,16126,54348,13587,60.76829153752231,0.24307316615008923,6.0768291537522305,84.2552399851172
2025/26,2025,2024,2024,2024,Hapoel Haifa,Hapoel Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Hapoel Haifa,Unknown,30820,35488,8872,29.863708121972646,0.11945483248789059,2.9863708121972645,28.786502271252434
2025/26,2025,2024,2024,2024,Maccabi Haifa,Maccabi Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Maccabi Haifa,Unknown,30780,131037,26207,88.21440472864487,0.4410787557685899,8.821440472864486,85.14294996751137
2025/26,2025,2024,2024,2024,Ironi Tiberias,Ironi Tiberias,טבריה,Tiberias,6700,52122.0,הצפון,כנרת,עירייה,Ironi Tiberias,Unknown,5200,10844,2711,52.012585856260316,0.20805034342504125,5.201258585626031,52.13461538461538
2025/26,2025,2024,2024,2024,B. Jerusalem,Beitar Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה,Beitar Jerusalem,Unknown,33500,108953,21791,20.750349235490894,0.10374984168943323,2.0750349235490897,65.04776119402985
2025/26,2025,2024,2024,2024,H. Jerusalem,Hapoel Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה,Hapoel Jerusalem,Unknown,33500,11006,2752,2.6205755172351406,0.010480397580919315,0.2620575517235141,8.214925373134328
2025/26,2025,2024,2024,2024,Maccabi Netanya,Maccabi Netanya,נתניה,Netanya,7400,234812.0,המרכז,השרון,עירייה,Maccabi Netanya,Unknown,13610,29706,7427,31.629558966321998,0.1265097184130283,3.1629558966322,54.57016899338721
2025/26,2025,2024,2024,2024,Bnei Sakhnin,Bnei Sakhnin,סח'נין,Sakhnin,7500,33726.0,הצפון,עכו,עירייה,Ihud Bnei Sakhnin,Unknown,8500,9323,2331,69.11581569115816,0.2764336120500504,6.911581569115816,27.423529411764708
2025/26,2025,2024,2024,2024,H. Petah Tikva,Hapoel Petah Tikva,פתח תקווה,Petah Tikva,7900,270403.0,המרכז,פתח תקווה,עירייה,Hapoel Petah Tikva,Unknown,11500,24407,4881,18.05083523481618,0.09026157254172476,1.8050835234816183,42.44347826086957
2025/26,2025,2024,2024,2024,Kiryat Shmona,Ironi Kiryat Shmona,קריית שמונה,Kiryat Shmona,2800,24437.0,הצפון,צפת,עירייה,Ironi Kiryat Shmona,Unknown,13800,9214,1843,75.41842288333265,0.3770511928632811,7.541842288333266,13.355072463768117
2025/26,2025,2024,2024,2024,M. Bnei Reineh,Maccabi Bnei Reineh,ריינה,Reineh,542,20654.0,הצפון,,מועצה מקומית,Maccabi Bnei Reineh,Unknown,5200,15075,3015,145.97656628256027,0.7298828314128014,14.59765662825603,57.98076923076923
2025/26,2025,2024,2024,2024,Hapoel Tel Aviv,Hapoel Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Hapoel Tel Aviv,Unknown,29150,72090,18023,36.417458072337844,0.14566579106890282,3.6417458072337845,61.82847341337907
2025/26,2025,2024,2024,2024,M. Tel Aviv,Maccabi Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Maccabi Tel Aviv,Unknown,29150,95213,23803,48.09658516872095,0.1923883612851081,4.809658516872095,81.65694682675814
