season,season_year,population_reference_year,population_year,population_year_used,team_raw,club_name,city_he,city_en,settlement_code,population_total,district_he,subdistrict_he,municipal_status_he,team_budget_raw,budget_min_million_nis,budget_max_million_nis,budget_mid_million_nis,budget_min_nis,budget_max_nis,budget_mid_nis,data_source,source_note,budget_nis_per_resident,budget_million_nis_per_100k_residents
2014/15,2014,2024,2024,2024,Maccabi Netanya,Maccabi Netanya,נתניה,Netanya,7400,234812.0,המרכז,השרון,עירייה,,,,,,,,,,,
2014/15,2014,2024,2024,2024,Bnei Sakhnin,Bnei Sakhnin,סח'נין,Sakhnin,7500,33726.0,הצפון,עכו,עירייה,,,,,,,,,,,
2014/15,2014,2024,2024,2024,Hapoel Acre,Hapoel Acre,עכו,Acre,7600,52884.0,הצפון,עכו,עירייה,,,,,,,,,,,
2014/15,2014,2024,2024,2024,H. Petah Tikva,Hapoel Petah Tikva,פתח תקווה,Petah Tikva,7900,270403.0,המרכז,פתח תקווה,עירייה,,,,,,,,,,,
2014/15,2014,2024,2024,2024,M. Petah Tikva,Maccabi Petah Tikva,פתח תקווה,Petah Tikva,7900,270403.0,המרכז,פתח תקווה,עירייה,,,,,,,,,,,
2014/15,2014,2024,2024,2024,Kiryat Shmona,Ironi Kiryat Shmona,קריית שמונה,Kiryat Shmona,2800,24437.0,הצפון,צפת,עירייה,,,,,,,,,,,
2014/15,2014,2024,2024,2024,Hapoel Raanana,Hapoel Raanana,רעננה,Raanana,8700,82963.0,המרכז,פתח תקווה,עירייה,,,,,,,,,,,
2014/15,2014,2024,2024,2024,Hapoel Tel Aviv,Hapoel Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Hapoel Tel Aviv,30.0,40.0,35.0,30000000.0,40000000.0,35000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",70.72135785007072,7.072135785007072
2014/15,2014,2024,2024,2024,M. Tel Aviv,Maccabi Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Maccabi Tel Aviv,125.0,125.0,125.0,125000000.0,125000000.0,125000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",252.57627803596685,25.257627803596687
2015/16,2015,2024,2024,2024,H. Beer Sheva,Hapoel Beer Sheva,באר שבע,Beer Sheva,9000,223587.0,הדרום,באר שבע,עירייה,Hapoel Be'er Sheva,48.0,48.0,48.0,48000000.0,48000000.0,48000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",214.68153336285204,21.468153336285205
2015/16,2015,2024,2024,2024,Hapoel Haifa,Hapoel Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,,,,,,,,,,,
2015/16,2015,2024,2024,2024,Maccabi Haifa,Maccabi Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Maccabi Haifa,60.0,80.0,70.0,60000000.0,80000000.0,70000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",235.62438779734956,23.562438779734954
2015/16,2015,2024,2024,2024,B. Jerusalem,Beitar Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה,Beitar Jerusalem,35.0,45.0,40.0,35000000.0,45000000.0,40000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",38.089760424929366,3.8089760424929366
2015/16,2015,2024,2024,2024,H. Kfar Saba,Hapoel Kfar Saba,כפר סבא,Kfar Saba,6900,99410.0,המרכז,פתח תקווה,עירייה,,,,,,,,,,,
2015/16,2015,2024,2024,2024,Maccabi Netanya,Maccabi Netanya,נתניה,Netanya,7400,234812.0,המרכז,השרון,עירייה,,,,,,,,,,,
2015/16,2015,2024,2024,2024,Bnei Sakhnin,Bnei Sakhnin,סח'נין,Sakhnin,7500,33726.0,הצפון,עכו,עירייה,,,,,,,,,,,
2015/16,2015,2024,2024,2024,Hapoel Acre,Hapoel Acre,עכו,Acre,7600,52884.0,הצפון,עכו,עירייה,,,,,,,,,,,
2015/16,2015,2024,2024,2024,M. Petah Tikva,Maccabi Petah Tikva,פתח תקווה,Petah Tikva,7900,270403.0,המרכז,פתח תקווה,עירייה,,,,,,,,,,,
2015/16,2015,2024,2024,2024,Kiryat Shmona,Ironi Kiryat Shmona,קריית שמונה,Kiryat Shmona,2800,24437.0,הצפון,צפת,עירייה,,,,,,,,,,,
2015/16,2015,2024,2024,2024,Hapoel Raanana,Hapoel Raanana,רעננה,Raanana,8700,82963.0,המרכז,פתח תקווה,עירייה,,,,,,,,,,,
2015/16,2015,2024,2024,2024,Bnei Yehuda,Bnei Yehuda Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,,,,,,,,,,,
2015/16,2015,2024,2024,2024,Hapoel Tel Aviv,Hapoel Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Hapoel Tel Aviv,25.0,35.0,30.0,25000000.0,35000000.0,30000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",60.61830672863205,6.061830672863205
2015/16,2015,2024,2024,2024,M. Tel Aviv,Maccabi Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Maccabi Tel Aviv,163.0,163.0,163.0,163000000.0,163000000.0,163000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",329.3594665589008,32.93594665589008
2016/17,2016,2024,2024,2024,FC Ashdod,FC Ashdod,אשדוד,Ashdod,70,228562.0,הדרום,אשקלון,עירייה,,,,,,,,,,,
2016/17,2016,2024,2024,2024,H. Ashkelon,Hapoel Ashkelon,אשקלון,Ashkelon,7100,166865.0,הדרום,אשקלון,עירייה,,,,,,,,,,,
2016/17,2016,2024,2024,2024,H. Beer Sheva,Hapoel Beer Sheva,באר שבע,Beer Sheva,9000,223587.0,הדרום,באר שבע,עירייה,Hapoel Be'er Sheva,80.0,90.0,85.0,80000000.0,90000000.0,85000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",380.1652153300505,38.016521533005054
2016/17,2016,2024,2024,2024,Hapoel Haifa,Hapoel Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,,,,,,,,,,,
2016/17,2016,2024,2024,2024,Maccabi Haifa,Maccabi Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Maccabi Haifa,84.0,84.0,84.0,84000000.0,84000000.0,84000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",282.7492653568195,28.274926535681946
2016/17,2016,2024,2024,2024,B. Jerusalem,Beitar Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה,Beitar Jerusalem,30.0,45.0,37.5,30000000.0,45000000.0,37500000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",35.70915039837128,3.570915039837128
2016/17,2016,2024,2024,2024,H. Kfar Saba,Hapoel Kfar Saba,כפר סבא,Kfar Saba,6900,99410.0,המרכז,פתח תקווה,עירייה,,,,,,,,,,,
2016/17,2016,2024,2024,2024,Bnei Sakhnin,Bnei Sakhnin,סח'נין,Sakhnin,7500,33726.0,הצפון,עכו,עירייה,,,,,,,,,,,
2016/17,2016,2024,2024,2024,M. Petah Tikva,Maccabi Petah Tikva,פתח תקווה,Petah Tikva,7900,270403.0,המרכז,פתח תקווה,עירייה,,,,,,,,,,,
2016/17,2016,2024,2024,2024,Kiryat Shmona,Ironi Kiryat Shmona,קריית שמונה,Kiryat Shmona,2800,24437.0,הצפון,צפת,עירייה,,,,,,,,,,,
2016/17,2016,2024,2024,2024,Hapoel Raanana,Hapoel Raanana,רעננה,Raanana,8700,82963.0,המרכז,פתח תקווה,עירייה,,,,,,,,,,,
2016/17,2016,2024,2024,2024,Bnei Yehuda,Bnei Yehuda Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,,,,,,,,,,,
2016/17,2016,2024,2024,2024,Hapoel Tel Aviv,Hapoel Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,,,,,,,,,,,
2016/17,2016,2024,2024,2024,M. Tel Aviv,Maccabi Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Maccabi Tel Aviv,163.0,163.0,163.0,163000000.0,163000000.0,163000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",329.3594665589008,32.93594665589008
2017/18,2017,2024,2024,2024,FC Ashdod,FC Ashdod,אשדוד,Ashdod,70,228562.0,הדרום,אשקלון,עירייה,,,,,,,,,,,
2017/18,2017,2024,2024,2024,H. Ashkelon,Hapoel Ashkelon,אשקלון,Ashkelon,7100,166865.0,הדרום,אשקלון,עירייה,,,,,,,,,,,
2017/18,2017,2024,2024,2024,H. Beer Sheva,Hapoel Beer Sheva,באר שבע,Beer Sheva,9000,223587.0,הדרום,באר שבע,עירייה,Hapoel Be'er Sheva,80.0,80.0,80.0,80000000.0,80000000.0,80000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",357.8025556047534,35.78025556047534
2017/18,2017,2024,2024,2024,Hapoel Haifa,Hapoel Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,,,,,,,,,,,
2017/18,2017,2024,2024,2024,Maccabi Haifa,Maccabi Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Maccabi Haifa,90.0,90.0,90.0,90000000.0,90000000.0,90000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",302.94564145373516,30.294564145373517
2017/18,2017,2024,2024,2024,B. Jerusalem,Beitar Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה,Beitar Jerusalem,45.0,45.0,45.0,45000000.0,45000000.0,45000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",42.850980478045535,4.285098047804554
2017/18,2017,2024,2024,2024,Maccabi Netanya,Maccabi Netanya,נתניה,Netanya,7400,234812.0,המרכז,השרון,עירייה,,,,,,,,,,,
2017/18,2017,2024,2024,2024,Bnei Sakhnin,Bnei Sakhnin,סח'נין,Sakhnin,7500,33726.0,הצפון,עכו,עירייה,,,,,,,,,,,
2017/18,2017,2024,2024,2024,Hapoel Acre,Hapoel Acre,עכו,Acre,7600,52884.0,הצפון,עכו,עירייה,,,,,,,,,,,
2017/18,2017,2024,2024,2024,M. Petah Tikva,Maccabi Petah Tikva,פתח תקווה,Petah Tikva,7900,270403.0,המרכז,פתח תקווה,עירייה,,,,,,,,,,,
2017/18,2017,2024,2024,2024,Kiryat Shmona,Ironi Kiryat Shmona,קריית שמונה,Kiryat Shmona,2800,24437.0,הצפון,צפת,עירייה,,,,,,,,,,,
2017/18,2017,2024,2024,2024,Hapoel Raanana,Hapoel Raanana,רעננה,Raanana,8700,82963.0,המרכז,פתח תקווה,עירייה,,,,,,,,,,,
2017/18,2017,2024,2024,2024,Bnei Yehuda,Bnei Yehuda Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,,,,,,,,,,,
2017/18,2017,2024,2024,2024,M. Tel Aviv,Maccabi Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Maccabi Tel Aviv,120.0,120.0,120.0,120000000.0,120000000.0,120000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",242.4732269145282,24.24732269145282
2018/19,2018,2024,2024,2024,FC Ashdod,FC Ashdod,אשדוד,Ashdod,70,228562.0,הדרום,אשקלון,עירייה,,,,,,,,,,,
2018/19,2018,2024,2024,2024,H. Beer Sheva,Hapoel Beer Sheva,באר שבע,Beer Sheva,9000,223587.0,הדרום,באר שבע,עירייה,Hapoel Be'er Sheva,80.0,80.0,80.0,80000000.0,80000000.0,80000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",357.8025556047534,35.78025556047534
2018/19,2018,2024,2024,2024,Hapoel Hadera,Hapoel Hadera,חדרה,Hadera,6500,107974.0,חיפה,חדרה,עירייה,,,,,,,,,,,
2018/19,2018,2024,2024,2024,Hapoel Haifa,Hapoel Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,,,,,,,,,,,
2018/19,2018,2024,2024,2024,Maccabi Haifa,Maccabi Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Maccabi Haifa,90.0,90.0,90.0,90000000.0,90000000.0,90000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",302.94564145373516,30.294564145373517
2018/19,2018,2024,2024,2024,B. Jerusalem,Beitar Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה,Beitar Jerusalem,56.0,56.0,56.0,56000000.0,56000000.0,56000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",53.32566459490111,5.332566459490112
2018/19,2018,2024,2024,2024,Maccabi Netanya,Maccabi Netanya,נתניה,Netanya,7400,234812.0,המרכז,השרון,עירייה,,,,,,,,,,,
2018/19,2018,2024,2024,2024,Bnei Sakhnin,Bnei Sakhnin,סח'נין,Sakhnin,7500,33726.0,הצפון,עכו,עירייה,,,,,,,,,,,
2018/19,2018,2024,2024,2024,M. Petah Tikva,Maccabi Petah Tikva,פתח תקווה,Petah Tikva,7900,270403.0,המרכז,פתח תקווה,עירייה,,,,,,,,,,,
2018/19,2018,2024,2024,2024,Kiryat Shmona,Ironi Kiryat Shmona,קריית שמונה,Kiryat Shmona,2800,24437.0,הצפון,צפת,עירייה,,,,,,,,,,,
2018/19,2018,2024,2024,2024,Hapoel Raanana,Hapoel Raanana,רעננה,Raanana,8700,82963.0,המרכז,פתח תקווה,עירייה,,,,,,,,,,,
2018/19,2018,2024,2024,2024,Bnei Yehuda,Bnei Yehuda Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,,,,,,,,,,,
2018/19,2018,2024,2024,2024,Hapoel Tel Aviv,Hapoel Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Hapoel Tel Aviv,34.5,34.5,34.5,34500000.0,34500000.0,34500000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",69.71105273792685,6.971105273792686
2018/19,2018,2024,2024,2024,M. Tel Aviv,Maccabi Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Maccabi Tel Aviv,180.0,180.0,180.0,180000000.0,180000000.0,180000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",363.70984037179227,36.37098403717923
2019/20,2019,2024,2024,2024,FC Ashdod,FC Ashdod,אשדוד,Ashdod,70,228562.0,הדרום,אשקלון,עירייה,,,,,,,,,,,
2019/20,2019,2024,2024,2024,H. Beer Sheva,Hapoel Beer Sheva,באר שבע,Beer Sheva,9000,223587.0,הדרום,באר שבע,עירייה,Hapoel Be'er Sheva,60.0,80.0,70.0,60000000.0,80000000.0,70000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",313.0772361541592,31.307723615415924
2019/20,2019,2024,2024,2024,Hapoel Hadera,Hapoel Hadera,חדרה,Hadera,6500,107974.0,חיפה,חדרה,עירייה,,,,,,,,,,,
2019/20,2019,2024,2024,2024,Hapoel Haifa,Hapoel Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,,,,,,,,,,,
2019/20,2019,2024,2024,2024,Maccabi Haifa,Maccabi Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Maccabi Haifa,90.0,100.0,95.0,90000000.0,100000000.0,95000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",319.77595486783156,31.977595486783155
2019/20,2019,2024,2024,2024,B. Jerusalem,Beitar Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה,Beitar Jerusalem,45.0,60.0,52.5,45000000.0,60000000.0,52500000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",49.99281055771979,4.999281055771979
2019/20,2019,2024,2024,2024,H. Kfar Saba,Hapoel Kfar Saba,כפר סבא,Kfar Saba,6900,99410.0,המרכז,פתח תקווה,עירייה,,,,,,,,,,,
2019/20,2019,2024,2024,2024,Ness Ziona,Sektzia Ness Ziona,נס ציונה,Ness Ziona,7200,47268.0,המרכז,רחובות,עירייה,,,,,,,,,,,
2019/20,2019,2024,2024,2024,Maccabi Netanya,Maccabi Netanya,נתניה,Netanya,7400,234812.0,המרכז,השרון,עירייה,,,,,,,,,,,
2019/20,2019,2024,2024,2024,Kiryat Shmona,Ironi Kiryat Shmona,קריית שמונה,Kiryat Shmona,2800,24437.0,הצפון,צפת,עירייה,,,,,,,,,,,
2019/20,2019,2024,2024,2024,Hapoel Raanana,Hapoel Raanana,רעננה,Raanana,8700,82963.0,המרכז,פתח תקווה,עירייה,,,,,,,,,,,
2019/20,2019,2024,2024,2024,Bnei Yehuda,Bnei Yehuda Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,,,,,,,,,,,
2019/20,2019,2024,2024,2024,Hapoel Tel Aviv,Hapoel Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Hapoel Tel Aviv,30.0,40.0,35.0,30000000.0,40000000.0,35000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",70.72135785007072,7.072135785007072
2019/20,2019,2024,2024,2024,M. Tel Aviv,Maccabi Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Maccabi Tel Aviv,150.0,180.0,165.0,150000000.0,180000000.0,165000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",333.4006870074763,33.34006870074763
2020/21,2020,2024,2024,2024,FC Ashdod,FC Ashdod,אשדוד,Ashdod,70,228562.0,הדרום,אשקלון,עירייה,,,,,,,,,,,
2020/21,2020,2024,2024,2024,H. Beer Sheva,Hapoel Beer Sheva,באר שבע,Beer Sheva,9000,223587.0,הדרום,באר שבע,עירייה,Hapoel Be'er Sheva,68.0,68.0,68.0,68000000.0,68000000.0,68000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",304.1321722640404,30.41321722640404
2020/21,2020,2024,2024,2024,Hapoel Hadera,Hapoel Hadera,חדרה,Hadera,6500,107974.0,חיפה,חדרה,עירייה,,,,,,,,,,,
2020/21,2020,2024,2024,2024,Hapoel Haifa,Hapoel Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,,,,,,,,,,,
2020/21,2020,2024,2024,2024,Maccabi Haifa,Maccabi Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Maccabi Haifa,84.0,84.0,84.0,84000000.0,84000000.0,84000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",282.7492653568195,28.274926535681946
2020/21,2020,2024,2024,2024,B. Jerusalem,Beitar Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה,Beitar Jerusalem,40.0,60.0,50.0,40000000.0,60000000.0,50000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",47.61220053116171,4.761220053116171
2020/21,2020,2024,2024,2024,H. Kfar Saba,Hapoel Kfar Saba,כפר סבא,Kfar Saba,6900,99410.0,המרכז,פתח תקווה,עירייה,,,,,,,,,,,
2020/21,2020,2024,2024,2024,Maccabi Netanya,Maccabi Netanya,נתניה,Netanya,7400,234812.0,המרכז,השרון,עירייה,,,,,,,,,,,
2020/21,2020,2024,2024,2024,Bnei Sakhnin,Bnei Sakhnin,סח'נין,Sakhnin,7500,33726.0,הצפון,עכו,עירייה,,,,,,,,,,,
2020/21,2020,2024,2024,2024,M. Petah Tikva,Maccabi Petah Tikva,פתח תקווה,Petah Tikva,7900,270403.0,המרכז,פתח תקווה,עירייה,,,,,,,,,,,
2020/21,2020,2024,2024,2024,Kiryat Shmona,Ironi Kiryat Shmona,קריית שמונה,Kiryat Shmona,2800,24437.0,הצפון,צפת,עירייה,,,,,,,,,,,
2020/21,2020,2024,2024,2024,Bnei Yehuda,Bnei Yehuda Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,,,,,,,,,,,
2020/21,2020,2024,2024,2024,Hapoel Tel Aviv,Hapoel Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,,,,,,,,,,,
2020/21,2020,2024,2024,2024,M. Tel Aviv,Maccabi Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Maccabi Tel Aviv,125.0,125.0,125.0,125000000.0,125000000.0,125000000.0,Gemini AI Estimate (2006-2024),"Gemini AI estimated range from media-based table (approximate, in million NIS)",252.57627803596685,25.257627803596687
2021/22,2021,2024,2024,2024,FC Ashdod,FC Ashdod,אשדוד,Ashdod,70,228562.0,הדרום,אשקלון,עירייה,MS Ashdod,17.0,17.0,17.0,17000000.0,17000000.0,17000000.0,Sport5/Media (2021-2025),Sport5,74.37806809530893,7.437806809530893
2021/22,2021,2024,2024,2024,H. Beer Sheva,Hapoel Beer Sheva,באר שבע,Beer Sheva,9000,223587.0,הדרום,באר שבע,עירייה,Hapoel Be'er Sheva,65.0,70.0,67.5,65000000.0,70000000.0,67500000.0,Sport5/Media (2021-2025),Range 65–70; Sport5,301.8959062915107,30.18959062915107
2021/22,2021,2024,2024,2024,Hapoel Hadera,Hapoel Hadera,חדרה,Hadera,6500,107974.0,חיפה,חדרה,עירייה,Hapoel Hadera,14.0,14.0,14.0,14000000.0,14000000.0,14000000.0,Sport5/Media (2021-2025),Sport5,129.66084427732602,12.966084427732604
2021/22,2021,2024,2024,2024,Hapoel Haifa,Hapoel Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Hapoel Haifa,20.0,20.0,20.0,20000000.0,20000000.0,20000000.0,Sport5/Media (2021-2025),Sport5,67.3212536563856,6.7321253656385585
2021/22,2021,2024,2024,2024,Maccabi Haifa,Maccabi Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Maccabi Haifa,90.0,90.0,90.0,90000000.0,90000000.0,90000000.0,Sport5/Media (2021-2025),Sport5,302.94564145373516,30.294564145373517
2021/22,2021,2024,2024,2024,B. Jerusalem,Beitar Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה,Beitar Jerusalem,50.0,50.0,50.0,50000000.0,50000000.0,50000000.0,Sport5/Media (2021-2025),Sport5,47.61220053116171,4.761220053116171
2021/22,2021,2024,2024,2024,H. Jerusalem,Hapoel Jerusalem,ירושלים,Jerusalem,3000,1050151.0,ירושלים,ירושלים,עירייה,Hapoel Jerusalem,20.0,20.0,20.0,20000000.0,20000000.0,20000000.0,Sport5/Media (2021-2025),Sport5,19.044880212464683,1.9044880212464683
2021/22,2021,2024,2024,2024,H. Nof HaGalil,Hapoel Nof HaGalil,נוף הגליל,Nof HaGalil,1061,45805.0,הצפון,,עירייה,Hapoel Nof HaGalil,14.0,14.0,14.0,14000000.0,14000000.0,14000000.0,Sport5/Media (2021-2025),Sport5 'מאני טיים' 3.9.2021,305.64348870210677,30.564348870210676
2021/22,2021,2024,2024,2024,Maccabi Netanya,Maccabi Netanya,נתניה,Netanya,7400,234812.0,המרכז,השרון,עירייה,Maccabi Netanya,23.0,23.0,23.0,23000000.0,23000000.0,23000000.0,Sport5/Media (2021-2025),Sport5,97.95070098632097,9.795070098632097
2021/22,2021,2024,2024,2024,Bnei Sakhnin,Bnei Sakhnin,סח'נין,Sakhnin,7500,33726.0,הצפון,עכו,עירייה,Bnei Sakhnin,18.0,18.0,18.0,18000000.0,18000000.0,18000000.0,Sport5/Media (2021-2025),Sport5,533.7128624799858,53.371286247998576
2021/22,2021,2024,2024,2024,M. Petah Tikva,Maccabi Petah Tikva,פתח תקווה,Petah Tikva,7900,270403.0,המרכז,פתח תקווה,עירייה,Maccabi Petah Tikva,26.0,26.0,26.0,26000000.0,26000000.0,26000000.0,Sport5/Media (2021-2025),Sport5,96.15277937005136,9.615277937005136
2021/22,2021,2024,2024,2024,Kiryat Shmona,Ironi Kiryat Shmona,קריית שמונה,Kiryat Shmona,2800,24437.0,הצפון,צפת,עירייה,Hapoel Kiryat Shmona,23.0,23.0,23.0,23000000.0,23000000.0,23000000.0,Sport5/Media (2021-2025),Sport5,941.195727789827,94.11957277898269
2021/22,2021,2024,2024,2024,Hapoel Tel Aviv,Hapoel Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Hapoel Tel Aviv,30.0,30.0,30.0,30000000.0,30000000.0,30000000.0,Sport5/Media (2021-2025),Sport5,60.61830672863205,6.061830672863205
2021/22,2021,2024,2024,2024,M. Tel Aviv,Maccabi Tel Aviv,תל אביב -יפו,Tel Aviv-Yafo,5000,494900.0,תל אביב,תל אביב,עירייה,Maccabi Tel Aviv,100.0,100.0,100.0,100000000.0,100000000.0,100000000.0,Sport5/Media (2021-2025),Sport5,202.0610224287735,20.20610224287735
2022/23,2022,2024,2024,2024,FC Ashdod,FC Ashdod,אשדוד,Ashdod,70,228562.0,הדרום,אשקלון,עירייה,MS Ashdod,20.0,20.0,20.0,20000000.0,20000000.0,20000000.0,Sport5/Media (2021-2025),Sport5,87.50360952389286,8.750360952389286
2022/23,2022,2024,2024,2024,H. Beer Sheva,Hapoel Beer Sheva,באר שבע,Beer Sheva,9000,223587.0,הדרום,באר שבע,עירייה,Hapoel Be'er Sheva,65.0,65.0,65.0,65000000.0,65000000.0,65000000.0,Sport5/Media (2021-2025),Sport5,290.71457642886213,29.071457642886212
2022/23,2022,2024,2024,2024,Hapoel Hadera,Hapoel Hadera,חדרה,Hadera,6500,107974.0,חיפה,חדרה,עירייה,Hapoel Hadera,14.0,14.0,14.0,14000000.0,14000000.0,14000000.0,Sport5/Media (2021-2025),Sport5,129.66084427732602,12.966084427732604
2022/23,2022,2024,2024,2024,Hapoel Haifa,Hapoel Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Hapoel Haifa,25.0,25.0,25.0,25000000.0,25000000.0,25000000.0,Sport5/Media (2021-2025),Sport5,84.15156707048199,8.4151567070482
2022/23,2022,2024,2024,2024,Maccabi Haifa,Maccabi Haifa,חיפה,Haifa,4000,297083.0,חיפה,חיפה,עירייה,Maccabi Haifa,105.0,105.0,105.0,105000000.0,105000000.0,105000000.0,Sport5/Media (2021-2025),Sport5,353.43658169602435,35.343658169602435
