season,season_year,round,playoff_type,home_team,away_team,home_goals,away_goals,goal_diff,result,home_points,away_points
2019/20,2019,27,championship,Maccabi Tel Aviv,Hapoel Haifa,2,0,2,H,3,0
2020/21,2020,36,championship,Maccabi Haifa,H. Beer Sheva,3,2,1,H,3,0
2020/21,2020,36,championship,Maccabi Petah Tikva,SC Ashdod,1,3,-2,A,0,3
2020/21,2020,36,championship,Maccabi Tel Aviv,Ironi Kiryat Shmona,2,2,0,D,1,1
2020/21,2020,35,championship,H. Beer Sheva,Maccabi Petah Tikva,2,0,2,H,3,0
2020/21,2020,35,championship,SC Ashdod,Maccabi Tel Aviv,1,2,-1,A,0,3
2020/21,2020,35,championship,Ironi Kiryat Shmona,Maccabi Haifa,1,1,0,D,1,1
2020/21,2020,34,championship,H. Beer Sheva,Ironi Kiryat Shmona,3,2,1,H,3,0
2020/21,2020,34,championship,Maccabi Haifa,SC Ashdod,2,0,2,H,3,0
2020/21,2020,34,championship,Maccabi Petah Tikva,Maccabi Tel Aviv,0,3,-3,A,0,3
2020/21,2020,33,championship,SC Ashdod,H. Beer Sheva,2,2,0,D,1,1
2020/21,2020,33,championship,Maccabi Tel Aviv,Maccabi Haifa,2,2,0,D,1,1
2020/21,2020,33,championship,Ironi Kiryat Shmona,Maccabi Petah Tikva,1,2,-1,A,0,3
2020/21,2020,32,championship,H. Beer Sheva,Maccabi Tel Aviv,1,1,0,D,1,1
2020/21,2020,32,championship,Maccabi Petah Tikva,Maccabi Haifa,1,2,-1,A,0,3
2020/21,2020,32,championship,Ironi Kiryat Shmona,SC Ashdod,1,1,0,D,1,1
2020/21,2020,31,championship,H. Beer Sheva,Maccabi Haifa,1,1,0,D,1,1
2020/21,2020,31,championship,SC Ashdod,Maccabi Petah Tikva,0,0,0,D,1,1
2020/21,2020,31,championship,Ironi Kiryat Shmona,Maccabi Tel Aviv,2,0,2,H,3,0
2020/21,2020,30,championship,Maccabi Tel Aviv,SC Ashdod,1,1,0,D,1,1
2020/21,2020,30,championship,Maccabi Haifa,Ironi Kiryat Shmona,4,0,4,H,3,0
2020/21,2020,30,championship,Maccabi Petah Tikva,H. Beer Sheva,0,0,0,D,1,1
2020/21,2020,29,championship,SC Ashdod,Maccabi Haifa,0,3,-3,A,0,3
2020/21,2020,29,championship,Maccabi Tel Aviv,Maccabi Petah Tikva,3,1,2,H,3,0
2020/21,2020,29,championship,Ironi Kiryat Shmona,H. Beer Sheva,1,1,0,D,1,1
2020/21,2020,28,championship,H. Beer Sheva,SC Ashdod,1,2,-1,A,0,3
2020/21,2020,28,championship,Maccabi Haifa,Maccabi Tel Aviv,1,1,0,D,1,1
2020/21,2020,28,championship,Maccabi Petah Tikva,Ironi Kiryat Shmona,2,0,2,H,3,0
2020/21,2020,27,championship,Maccabi Haifa,Maccabi Petah Tikva,1,1,0,D,1,1
2020/21,2020,27,championship,Maccabi Tel Aviv,H. Beer Sheva,2,1,1,H,3,0
2020/21,2020,27,championship,SC Ashdod,Ironi Kiryat Shmona,1,1,0,D,1,1
2021/22,2021,10,championship,Hapoel Tel Aviv,Maccabi Tel Aviv,0,2,-2,A,0,3
2021/22,2021,10,championship,H. Beer Sheva,Sakhnin,3,1,2,H,3,0
2021/22,2021,10,championship,Maccabi Haifa,Netanya,4,0,4,H,3,0
2021/22,2021,9,championship,Maccabi Tel Aviv,H. Beer Sheva,1,1,0,D,1,1
2021/22,2021,9,championship,Netanya,Hapoel Tel Aviv,0,0,0,D,1,1
2021/22,2021,9,championship,Sakhnin,Maccabi Haifa,0,3,-3,A,0,3
2021/22,2021,8,championship,Hapoel Tel Aviv,H. Beer Sheva,2,1,1,H,3,0
2021/22,2021,8,championship,Maccabi Haifa,Maccabi Tel Aviv,1,3,-2,A,0,3
2021/22,2021,8,championship,Netanya,Sakhnin,3,0,3,H,3,0
2021/22,2021,7,championship,H. Beer Sheva,Maccabi Haifa,1,0,1,H,3,0
2021/22,2021,7,championship,Maccabi Tel Aviv,Netanya,2,1,1,H,3,0
2021/22,2021,7,championship,Sakhnin,Hapoel Tel Aviv,0,0,0,D,1,1
2021/22,2021,6,championship,Hapoel Tel Aviv,Maccabi Haifa,0,2,-2,A,0,3
2021/22,2021,6,championship,Netanya,H. Beer Sheva,3,0,3,H,3,0
2021/22,2021,6,championship,Sakhnin,Maccabi Tel Aviv,1,0,1,H,3,0
2021/22,2021,5,championship,Maccabi Tel Aviv,Hapoel Tel Aviv,5,0,5,H,3,0
2021/22,2021,5,championship,Sakhnin,H. Beer Sheva,1,1,0,D,1,1
2021/22,2021,5,championship,Netanya,Maccabi Haifa,3,0,3,H,3,0
2021/22,2021,4,championship,Hapoel Tel Aviv,Netanya,2,0,2,H,3,0
2021/22,2021,4,championship,H. Beer Sheva,Maccabi Tel Aviv,1,0,1,H,3,0
2021/22,2021,4,championship,Maccabi Haifa,Sakhnin,1,0,1,H,3,0
2021/22,2021,3,championship,Maccabi Tel Aviv,Maccabi Haifa,1,1,0,D,1,1
2021/22,2021,3,championship,H. Beer Sheva,Hapoel Tel Aviv,2,2,0,D,1,1
2021/22,2021,3,championship,Sakhnin,Netanya,1,1,0,D,1,1
2021/22,2021,2,championship,Maccabi Haifa,H. Beer Sheva,2,0,2,H,3,0
2021/22,2021,2,championship,Hapoel Tel Aviv,Sakhnin,2,1,1,H,3,0
2021/22,2021,2,championship,Netanya,Maccabi Tel Aviv,1,1,0,D,1,1
2021/22,2021,1,championship,H. Beer Sheva,Netanya,4,1,3,H,3,0
2021/22,2021,1,championship,Maccabi Haifa,Hapoel Tel Aviv,3,0,3,H,3,0
2021/22,2021,1,championship,Maccabi Tel Aviv,Sakhnin,0,0,0,D,1,1
2022/23,2022,36,championship,H. Beer Sheva,Netanya,2,0,2,H,3,0
2022/23,2022,36,championship,Maccabi Haifa,Hapoel Jerusalem,5,0,5,H,3,0
2022/23,2022,36,championship,SC Ashdod,Maccabi Tel Aviv,1,2,-1,A,0,3
2022/23,2022,35,championship,Maccabi Tel Aviv,H. Beer Sheva,3,0,3,H,3,0
2022/23,2022,35,championship,Netanya,Maccabi Haifa,1,5,-4,A,0,3
2022/23,2022,35,championship,Hapoel Jerusalem,SC Ashdod,0,1,-1,A,0,3
2022/23,2022,34,championship,Maccabi Haifa,Maccabi Tel Aviv,3,1,2,H,3,0
2022/23,2022,34,championship,SC Ashdod,H. Beer Sheva,0,1,-1,A,0,3
2022/23,2022,34,championship,Hapoel Jerusalem,Netanya,1,4,-3,A,0,3
2022/23,2022,33,championship,H. Beer Sheva,Maccabi Haifa,2,1,1,H,3,0
2022/23,2022,33,championship,Maccabi Tel Aviv,Hapoel Jerusalem,2,1,1,H,3,0
2022/23,2022,33,championship,Netanya,SC Ashdod,2,0,2,H,3,0
2022/23,2022,32,championship,SC Ashdod,Maccabi Haifa,1,2,-1,A,0,3
2022/23,2022,32,championship,Hapoel Jerusalem,H. Beer Sheva,1,2,-1,A,0,3
2022/23,2022,32,championship,Netanya,Maccabi Tel Aviv,0,0,0,D,1,1
2022/23,2022,31,championship,Netanya,H. Beer Sheva,1,1,0,D,1,1
2022/23,2022,31,championship,Hapoel Jerusalem,Maccabi Haifa,2,1,1,H,3,0
2022/23,2022,31,championship,Maccabi Tel Aviv,SC Ashdod,1,1,0,D,1,1
2022/23,2022,30,championship,H. Beer Sheva,Maccabi Tel Aviv,1,2,-1,A,0,3
2022/23,2022,30,championship,Maccabi Haifa,Netanya,4,1,3,H,3,0
2022/23,2022,30,championship,SC Ashdod,Hapoel Jerusalem,0,1,-1,A,0,3
2022/23,2022,29,championship,H. Beer Sheva,SC Ashdod,3,1,2,H,3,0
2022/23,2022,29,championship,Maccabi Tel Aviv,Maccabi Haifa,1,1,0,D,1,1
2022/23,2022,29,championship,Netanya,Hapoel Jerusalem,0,2,-2,A,0,3
2022/23,2022,28,championship,Hapoel Jerusalem,Maccabi Tel Aviv,0,2,-2,A,0,3
2022/23,2022,28,championship,Maccabi Haifa,H. Beer Sheva,1,0,1,H,3,0
2022/23,2022,28,championship,SC Ashdod,Netanya,3,2,1,H,3,0
2022/23,2022,27,championship,H. Beer Sheva,Hapoel Jerusalem,1,0,1,H,3,0
2022/23,2022,27,championship,Maccabi Haifa,SC Ashdod,2,1,1,H,3,0
2022/23,2022,27,championship,Maccabi Tel Aviv,Netanya,2,0,2,H,3,0
2023/24,2023,36,championship,Maccabi Haifa,Hapoel Haifa,0,2,-2,A,0,3
2023/24,2023,36,championship,Maccabi Tel Aviv,Maccabi Bnei Raina,2,0,2,H,3,0
2023/24,2023,36,championship,Sakhnin,H. Beer Sheva,4,1,3,H,3,0
2023/24,2023,35,championship,Hapoel Haifa,Maccabi Tel Aviv,0,3,-3,A,0,3
2023/24,2023,35,championship,H. Beer Sheva,Maccabi Haifa,1,4,-3,A,0,3
2023/24,2023,35,championship,Maccabi Bnei Raina,Sakhnin,2,2,0,D,1,1
2023/24,2023,34,championship,Maccabi Bnei Raina,Hapoel Haifa,0,1,-1,A,0,3
2023/24,2023,34,championship,Maccabi Tel Aviv,H. Beer Sheva,3,0,3,H,3,0
2023/24,2023,34,championship,Sakhnin,Maccabi Haifa,1,2,-1,A,0,3
2023/24,2023,33,championship,Maccabi Haifa,Maccabi Tel Aviv,0,1,-1,A,0,3
2023/24,2023,33,championship,Hapoel Haifa,Sakhnin,1,2,-1,A,0,3
2023/24,2023,33,championship,H. Beer Sheva,Maccabi Bnei Raina,2,1,1,H,3,0
2023/24,2023,32,championship,Sakhnin,Maccabi Tel Aviv,1,1,0,D,1,1
2023/24,2023,32,championship,Hapoel Haifa,H. Beer Sheva,2,0,2,H,3,0
2023/24,2023,32,championship,Maccabi Bnei Raina,Maccabi Haifa,1,5,-4,A,0,3
2023/24,2023,31,championship,Hapoel Haifa,Maccabi Haifa,0,2,-2,A,0,3
2023/24,2023,31,championship,H. Beer Sheva,Sakhnin,2,1,1,H,3,0
2023/24,2023,31,championship,Maccabi Bnei Raina,Maccabi Tel Aviv,2,3,-1,A,0,3
2023/24,2023,30,championship,Maccabi Haifa,H. Beer Sheva,4,1,3,H,3,0
2023/24,2023,30,championship,Maccabi Tel Aviv,Hapoel Haifa,4,0,4,H,3,0
2023/24,2023,30,championship,Sakhnin,Maccabi Bnei Raina,0,2,-2,A,0,3
2023/24,2023,29,championship,H. Beer Sheva,Maccabi Tel Aviv,1,0,1,H,3,0
2023/24,2023,29,championship,Hapoel Haifa,Maccabi Bnei Raina,2,0,2,H,3,0
2023/24,2023,29,championship,Maccabi Haifa,Sakhnin,1,0,1,H,3,0
2023/24,2023,28,championship,Maccabi Tel Aviv,Maccabi Haifa,1,1,0,D,1,1
2023/24,2023,28,championship,Maccabi Bnei Raina,H. Beer Sheva,1,0,1,H,3,0
2023/24,2023,28,championship,Sakhnin,Hapoel Haifa,2,1,1,H,3,0
2023/24,2023,27,championship,Maccabi Haifa,Maccabi Bnei Raina,1,2,-1,A,0,3
2023/24,2023,27,championship,H. Beer Sheva,Hapoel Haifa,2,1,1,H,3,0
2023/24,2023,27,championship,Maccabi Tel Aviv,Sakhnin,2,0,2,H,3,0
2024/25,2024,36,championship,H. Beer Sheva,Hapoel Haifa,5,0,5,H,3,0
2024/25,2024,36,championship,Maccabi Tel Aviv,Beitar Jerusalem,5,0,5,H,3,0
2024/25,2024,36,championship,Netanya,Maccabi Haifa,2,3,-1,A,0,3
2024/25,2024,35,championship,Beitar Jerusalem,H. Beer Sheva,1,1,0,D,1,1
2024/25,2024,35,championship,Maccabi Haifa,Maccabi Tel Aviv,0,3,-3,A,0,3
2024/25,2024,35,championship,Hapoel Haifa,Netanya,1,1,0,D,1,1
2024/25,2024,34,championship,H. Beer Sheva,Maccabi Haifa,4,1,3,H,3,0
2024/25,2024,34,championship,Netanya,Maccabi Tel Aviv,1,6,-5,A,0,3
2024/25,2024,34,championship,Hapoel Haifa,Beitar Jerusalem,1,0,1,H,3,0
2024/25,2024,33,championship,Maccabi Tel Aviv,H. Beer Sheva,1,1,0,D,1,1
2024/25,2024,33,championship,Beitar Jerusalem,Netanya,0,3,-3,A,0,3
2024/25,2024,33,championship,Maccabi Haifa,Hapoel Haifa,1,5,-4,A,0,3
2024/25,2024,32,championship,Beitar Jerusalem,Maccabi Haifa,1,2,-1,A,0,3
2024/25,2024,32,championship,Netanya,H. Beer Sheva,2,1,1,H,3,0
2024/25,2024,32,championship,Hapoel Haifa,Maccabi Tel Aviv,1,3,-2,A,0,3
2024/25,2024,31,championship,Beitar Jerusalem,Maccabi Tel Aviv,3,1,2,H,3,0
2024/25,2024,31,championship,Maccabi Haifa,Netanya,1,0,1,H,3,0
2024/25,2024,31,championship,Hapoel Haifa,H. Beer Sheva,1,2,-1,A,0,3
2024/25,2024,30,championship,H. Beer Sheva,Beitar Jerusalem,3,1,2,H,3,0
2024/25,2024,30,championship,Maccabi Tel Aviv,Maccabi Haifa,1,1,0,D,1,1
2024/25,2024,30,championship,Netanya,Hapoel Haifa,2,2,0,D,1,1
2024/25,2024,29,championship,Maccabi Haifa,H. Beer Sheva,0,3,-3,A,0,3
2024/25,2024,29,championship,Beitar Jerusalem,Hapoel Haifa,0,1,-1,A,0,3
2024/25,2024,29,championship,Maccabi Tel Aviv,Netanya,4,1,3,H,3,0
2024/25,2024,28,championship,H. Beer Sheva,Maccabi Tel Aviv,1,3,-2,A,0,3
2024/25,2024,28,championship,Netanya,Beitar Jerusalem,0,1,-1,A,0,3
2024/25,2024,28,championship,Hapoel Haifa,Maccabi Haifa,0,2,-2,A,0,3
2024/25,2024,27,championship,Maccabi Haifa,Beitar Jerusalem,3,3,0,D,1,1
2024/25,2024,27,championship,H. Beer Sheva,Netanya,2,0,2,H,3,0
2024/25,2024,27,championship,Maccabi Tel Aviv,Hapoel Haifa,3,0,3,H,3,0
